,INSTNM,MD_FAMINC,RPY_3YR_RT,SAT_AVG,ACTCMMID
3864,West Virginia Wesleyan College,63074,0.6412884334,1032.0,23.0
3865,West Virginia Business College-Wheeling,3717,0.1302083333,,
3866,West Virginia Junior College-Charleston,15663.5,0.2943603851,,
3867,West Virginia Junior College-Morgantown,18881,0.3986928105,,
3868,International Beauty School 4,8625.5,0.1900452489,,
3869,West Virginia Northern Community College,21195,0.311550152,,
3870,West Virginia University,60096,0.5825636192,1069.0,24.0
3871,Wheeling Jesuit University,59200.5,0.6443298969,971.0,21.0
3872,Wood County School of Practical Nursing,17044.5,,,
3873,Advanced Institute of Hair Design-Glendale,31568,0.4832962138,,
3874,VICI Beauty School,31568,0.4832962138,,
3875,Alverno College,34078.5,0.4611837048,,
3876,Madison Area Technical College,31113,0.4691775557,,
3877,Bellin College,83875.5,0.8609271523,1110.0,24.0
3878,Beloit College,69784,0.7819706499,1222.0,27.0
3879,Blackhawk Technical College,24284,0.4251815981,,
3880,Cardinal Stritch University,36000,0.5250620347,954.0,20.0
3881,Carroll University,79870,0.7239101717,1089.0,24.0
3882,Carthage College,80809,0.6784953868,1101.0,24.0
3883,Columbia College of Nursing,41896.5,0.7909090909,,
3884,Concordia University-Wisconsin,58748,0.532168726,1105.0,24.0
3885,Edgewood College,58183,0.7004784689,1069.0,23.0
3886,Fox Valley Technical College,32825.5,0.5097067328,,
3887,Gateway Technical College,22911,0.313213345,,
3888,Gill-Tech Academy of Hair Design,26052,0.5955882353,,
3889,The Professional Hair Design Academy,20739,0.5416666667,,
3890,Lakeland University,38821.5,0.5707831325,909.0,19.0
3891,Lakeshore Technical College,32063,0.5889361702,,
3892,Lawrence University,83776,0.7928118393,1280.0,29.0
3893,Maranatha Baptist University,49012,0.780952381,,
3894,Marian University,57509,0.611165524,950.0,20.0
3895,Marquette University,96300,0.7973447872,1199.0,27.0
3896,Medical College of Wisconsin,6282,,,
3897,Mid-State Technical College,25965,0.4997128087,,
3898,Milwaukee Area Technical College,21120,0.3401006109,,
3899,Milwaukee Institute of Art & Design,48419,0.5732984293,,
3900,Milwaukee School of Engineering,68352,0.8333333333,1245.0,28.0
3901,Moraine Park Technical College,32896,0.5343693963,,
3902,Mount Mary University,31190,0.5547445255,970.0,21.0
3903,Nashotah House,PrivacySuppressed,,,
3904,Nicolet Area Technical College,24803,0.4764621969,,
3905,Northcentral Technical College,28075,0.4786913474,,
3906,Northeast Wisconsin Technical College,28805,0.4918447048,,
3907,Northland College,52619,0.6728971963,,
3908,Ripon College,75858,0.7483443709,1085.0,24.0
3909,Sacred Heart Seminary and School of Theology,,,,
3910,Saint Norbert College,85480,0.8098591549,1124.0,25.0
3911,Silver Lake College of the Holy Family,28127.5,0.5652173913,,
3912,State College of Beauty Culture Inc,25378,0.578313253,,
3913,Southwest Wisconsin Technical College,33516,0.5991516437,,
3914,Bryant & Stratton College-Milwaukee,15184,0.1873163434,,
3915,University of Wisconsin Colleges,42300.5,0.5385929492,970.0,21.0
3916,Viterbo University,67276,0.6976942784,1065.0,23.0
3917,Chippewa Valley Technical College,33827,0.5062804409,,
3918,Waukesha County Technical College,27380,0.4113424264,,
3919,Western Technical College,34889,0.504120387,,
3920,University of Wisconsin-Whitewater,70028,0.7033952594,1050.0,23.0
3921,Wisconsin Indianhead Technical College,30123,0.5923627685,,
3922,Wisconsin School of Professional Psychology,,,,
3923,Paul Mitchell the School-Green Bay,18435,0.3657142857,,
3924,University of Wisconsin-Eau Claire,79294,0.7635135135,1110.0,24.0
3925,University of Wisconsin-Green Bay,53209,0.6771576898,1050.0,23.0
3926,University of Wisconsin-La Crosse,83835,0.7965641953,1145.0,25.0
3927,Wisconsin Lutheran College,68509,0.7276785714,1107.0,24.0
3928,University of Wisconsin-Oshkosh,65029,0.7078300708,1030.0,22.0
3929,University of Wisconsin-Parkside,42730,0.5388286334,970.0,21.0
3930,Herzing University-Madison,18321,0.3041105434,,
3931,University of Wisconsin-Stout,70070,0.7545918367,1030.0,22.0
3932,University of Wisconsin-Superior,47927,0.5800893427,1010.0,22.0
3933,University of Wisconsin-Madison,92428,0.8389795638,1302.0,29.0
3934,University of Wisconsin-Milwaukee,50518.5,0.6149974836,1050.0,23.0
3935,University of Wisconsin-Platteville,71248,0.7767857143,1090.0,24.0
3936,University of Wisconsin-River Falls,69526,0.7629902782,1050.0,23.0
3937,University of Wisconsin-Stevens Point,63571.5,0.7446703024,1050.0,23.0
3938,Casper College,28161,0.5239651416,,
3939,Central Wyoming College,26622,0.4884210526,,
3940,Eastern Wyoming College,27041,0.5415384615,,
3941,Laramie County Community College,30398.5,0.5653939886,,
3942,Northwest College,34915,0.5474339036,,
3943,Sheridan College,32136.5,0.5875968992,,
3944,Western Wyoming Community College,29391,0.5269541779,,
3945,Cheeks International Academy of Beauty Culture-Cheyenne,13139,0.359375,,
3946,Wyotech-Laramie,28633.5,0.4455045872,,
3947,University of Wyoming,54733.5,0.7481873954,1102.0,24.0
3948,American Samoa Community College,14124,,,
3949,Guam Community College,19424,,,
3950,University of Guam,27240,0.5910878113,,
3951,Northern Marianas College,18430,,,
3952,Institute of Beauty Careers,0,,,
3953,Educational Technical College-Recinto de Bayamon,0,,,
3954,American University of Puerto Rico,6074,0.4379746835,,
3955,American University of Puerto Rico,6074,0.4379746835,,
3956,American Educational College,0,,,
3957,Antilles School of Technical Careers,0,,,
3958,Universidad Adventista de las Antillas,14717,0.4365853659,,
3959,Atlantic University College,14493,0.5347985348,,
3960,Universidad Central de Bayamon,9597,0.4342105263,,
3961,Columbia Central University-Caguas,1680,,,
3962,Carlos Albizu University-San Juan,16091,0.4501160093,,
3963,Caribbean University-Bayamon,0,0.3196428571,,
3964,Caribbean University-Carolina,0,0.3196428571,,
3965,Pontifical Catholic University of Puerto Rico-Arecibo,10990.5,0.317867036,,
3966,Pontifical Catholic University of Puerto Rico-Ponce,10990.5,0.317867036,,
3967,CEM College-San Juan,0,0.5433789954,,
3968,Universidad Teologica del Caribe,9084,PrivacySuppressed,,
3969,Colegio Universitario de San Juan,2459.5,,,
3970,Universidad Metropolitana,6993,0.4334502924,,
3971,Puerto Rico Conservatory of Music,20319,0.5189873418,,
3972,Center for Advanced Studies On Puerto Rico and the Caribbean,,,,
3973,EDP University of Puerto Rico Inc-San Sebastian,7153,0.4144295302,,
3974,Emma's Beauty Academy-Mayaguez,0,,,
3975,Escuela de Artes Plasticas y Diseno de Puerto Rico,19629.5,,,
3976,Instituto Tecnologico de Puerto Rico-Recinto de Manati,6228.5,,,
3977,Huertas College,0,0.4772727273,,
3978,Humacao Community College,0,,,
3979,ICPR Junior College-Arecibo,0,PrivacySuppressed,,
3980,ICPR Junior College-Mayaguez,0,PrivacySuppressed,,
3981,Instituto de Educacion Tecnica Ocupacional La Reine-Manati,0,,,
3982,Richport Technical College,0,,,
3983,Instituto de Banca y Comercio Inc,0,0.5454545455,,
3984,Instituto Tecnologico de Puerto Rico-Recinto de Guayama,6228.5,,,
3985,Instituto Tecnologico de Puerto Rico-Recinto de Ponce,6228.5,,,
3986,Instituto Tecnologico de Puerto Rico-Recinto de San Juan,6228.5,,,
3987,Inter American University of Puerto Rico-San German,11003.5,PrivacySuppressed,,
3988,Inter American University of Puerto Rico-Aguadilla,5900,PrivacySuppressed,,
3989,Inter American University of Puerto Rico-Arecibo,7423,PrivacySuppressed,,
3990,Inter American University of Puerto Rico-Barranquitas,0,PrivacySuppressed,,
3991,Inter American University of Puerto Rico-Metro,13696,PrivacySuppressed,,
3992,Inter American University of Puerto Rico-Ponce,11802,PrivacySuppressed,,
3993,Inter American University of Puerto Rico-Fajardo,8816,,,
3994,Inter American University of Puerto Rico-Guayama,3990,PrivacySuppressed,,
3995,Inter American University of Puerto Rico-Bayamon,12983,PrivacySuppressed,,
3996,Inter American University of Puerto Rico-School of Law,,,,
3997,International Technical College,0,,,
3998,Liceo de Arte y Tecnologia,7527,0.4880174292,,
3999,Modern Hairstyling Institute-Bayamon,0,,,
4000,Modern Hairstyling Institute-Arecibo,0,,,
4001,National University College,0,0.29225,,
4002,National University College-Arecibo,0,0.29225,,
4003,Ponce Paramedical College Inc,0,0.2855787476,,
4004,Ponce Health Sciences University,,PrivacySuppressed,,
4005,University of Puerto Rico-Aguadilla,15989,0.5598591549,1042.0,
4006,University of Puerto Rico-Arecibo,16175,0.5862068966,,
4007,University of Puerto Rico-Bayamon,19142.5,0.6639344262,,
4008,University of Puerto Rico-Carolina,20302,0.5793357934,1028.0,
4009,University of Puerto Rico-Cayey,17544,0.7045454545,1097.0,
4010,University of Puerto Rico-Humacao,18717,0.6226415094,,
4011,University of Puerto Rico-Utuado,13787,0.3513513514,,
4012,University of Puerto Rico-Mayaguez,20875,0.673245614,,
4013,University of Puerto Rico-Medical Sciences,18236,0.7575757576,,
4014,University of Puerto Rico-Ponce,17959,0.5133079848,,
4015,University of Puerto Rico-Rio Piedras,19937.5,0.6005586592,,
4016,Universidad del Este,8983,0.3817833582,,
4017,Universidad del Sagrado Corazon,17795,0.4516944866,,
4018,Seminario Evangelico de Puerto Rico,,,,
4019,Universidad Central Del Caribe,9669,0.5714285714,,
4020,Universidad Politecnica de Puerto Rico,18451,0.53375695,,
4021,Pontifical Catholic University of Puerto Rico-Mayaguez,10990.5,0.317867036,,
4022,Universidad del Turabo,10530,0.4478568272,,
4023,College of Micronesia-FSM,0,,,
4024,Palau Community College,11047,,,
4025,University of the Virgin Islands,24471,0.3975903614,807.0,18.0
4026,Stanford University,44842,0.8992,1476.0,33.0
4027,Purdue University-Main Campus,81833.5,0.7809330629,1228.0,28.0
4028,Blue Hills Regional Technical School,28513,0.6774193548,,
4029,Parker University,23643,0.4362017804,,
4030,EDP University of Puerto Rico Inc-San Juan,7153,0.4144295302,,
4031,ICPR Junior College-General Institutional,0,PrivacySuppressed,,
4032,City College-Fort Lauderdale,14979,0.2153157633,,
4033,Meridian College,16256,0.2782258065,,
4034,Georgia State University-Perimeter College,27922,0.4443787482,,
4035,Georgia Piedmont Technical College,17117.5,0.2173038229,,
4036,Cortiva Institute-Chicago,15516.5,0.4140508221,,
4037,ETI School of Skilled Trades,18765,0.3949329359,,
4038,Trend Setters' Academy of Beauty Culture-Elizabethtown,12494,0.2264808362,,
4039,Traxlers School of Hair,9297,,,
4040,Jones Hair Design College,0,0.1121495327,,
4041,Vatterott College-Berkeley,10937.5,0.1369707661,,
4042,Metro Business College-Rolla,16565,0.3125,,
4043,Metro Business College-Jefferson City,16565,0.3125,,
4044,Warren County Community College,28461.5,0.5029585799,,
4045,St. John's College,43212,0.7094972067,,
4046,Yeshiva and Kollel Harbotzas Torah,9135,,,
4047,Bais Medrash Elyon,24096.5,,,
4048,Antioch University-Los Angeles,22455,0.4620811287,,
4049,Antioch University-Santa Barbara,22455,0.4620811287,,
4050,Antioch University-New England,22455,0.4620811287,,
4051,Antioch University-Seattle,22455,0.4620811287,,
4052,Antioch University-Midwest,22455,0.4620811287,,
4053,Mid-America Christian University,29648,0.3762057878,,
4054,Platt College-Tulsa,16310,0.3413775767,,
4055,Ponca City Beauty College,5739.5,PrivacySuppressed,,
4056,Francis Tuttle Technology Center,14758,0.4114832536,,
4057,Central Technology Center,19549,,,
4058,Carrington College-Portland,17275,0.4061793519,,
4059,Career Technology Center of Lackawanna County,21577,0.5333333333,,
4060,Brightwood College-Nashville,14786.5,0.2105263158,,
4061,Brightwood College-El Paso,13373,0.2310502283,,
4062,Houston Graduate School of Theology,PrivacySuppressed,PrivacySuppressed,,
4063,Palo Alto College,22304,0.3594249201,,
4064,Sebring Career Schools-Huntsville,9461.5,0.3695652174,,
4065,UCAS University of Cosmetology Arts & Sciences-San Antonio 410,14959,0.4418604651,,
4066,Central Texas Beauty College-Round Rock,12395,,,
4067,Unification Theological Seminary,,PrivacySuppressed,,
4068,Athens Technical College,17841,,,
4069,GateWay Community College-Central City,21260,0.3201856148,,
4070,Carrington College-San Leandro,18013,0.3887273902,,
4071,Headmasters School of Hair Design,17161,0.2753623188,,
4072,The Salon Professional Academy,16870,0.2222222222,,
4073,Beckfield College-Florence,16835,0.2251950948,,
4074,Dorsey Business Schools-Wayne,11499,0.2051093098,,
4075,Ecumenical Theological Seminary,PrivacySuppressed,PrivacySuppressed,,
4076,Ross Medical Education Center-Saginaw,16094,0.2767894084,,
4077,Sussex County Community College,38476.5,0.5178082192,,
4078,Landmark College,73971,0.6334661355,,
4079,National American University-Independence,17982,0.2421296296,,
4080,Yeshiva Gedolah of Greater Detroit,62360,,,
4081,Austin Graduate School of Theology,39558,PrivacySuppressed,,
4082,Collin County Community College District,27292.5,0.3690403423,,
4083,Owensboro Community and Technical College,23689,0.3325648415,,
4084,Jenny Lea Academy of Cosmetology,8883.5,,,
4085,Empire Beauty School-Hurstborne,13279.5,0.2741273101,,
4086,Cloyd's Beauty School 3 Inc,12364.5,,,
4087,Moore Norman Technology Center,18696.5,PrivacySuppressed,,
4088,Fayette County Career & Technical Institute Practical Nursing Program,22429.5,0.4513274336,,
4089,Franklin County Career and Technology Center,28521,0.6153846154,,
4090,Paul Mitchell the School-Knoxville,15658,0.3178294574,,
4091,Ogle School Hair Skin Nails-Hurst,18403.5,0.33,,
4092,FIDM-Fashion Institute of Design & Merchandising-San Diego,44590,0.62595226,,
4093,National American University-Albuquerque,17982,0.2421296296,,
4094,Tennessee College of Applied Technology Nashville,17767,0.375,,
4095,ECPI University,22890,0.326870961,,
4096,Branford Hall Career Institute-Jersey City,12854,0.3721068249,,
4097,Paul Mitchell the School-Houston,19813,0.3759398496,,
4098,TDDS Technical Institute,20408,0.4061433447,,
4099,Fortis Institute-Forty Fort,17014,0.35839599,,
4100,Laurel Business Institute,21369,0.4664310954,,
4101,Antonelli Medical and Professional Institute,12219.5,0.5353535354,,
4102,Aviation Institute of Maintenance-Philadelphia,16602,0.3186046512,,
4103,Carrington College-Phoenix East,16832.5,0.3293361884,,
4104,Dorsey Business Schools-Roseville,11499,0.2051093098,,
4105,Moler-Pickens Beauty Academy,14195.5,0.1648351648,,
4106,Red River Technology Center,13295,,,
4107,Brightwood Career Institute-Harrisburg,8371,0.1821074965,,
4108,Southern Union State Community College,23096,0.3732274532,,
4109,South University-Columbia,20000,0.2547585843,,
4110,Everest University-Brandon,9616,0.1234316495,,
4111,Clinton Technical School,18397.5,0.4418604651,,
4112,Consolidated School of Business-Lancaster,16681.5,0.2345679012,,
4113,Greene County Career and Technology Center,21675.5,0.3829787234,,
4114,Lac Courte Oreilles Ojibwa Community College,5294,,,
4115,Diesel Driving Academy-Shreveport,15587,0.4534534535,,
4116,Pima Medical Institute-Mesa,21596,0.4626200015,,
4117,Platt College-Los Angeles,21293,0.3419607843,,
4118,Platt College-Aurora,30000,0.6806722689,,
4119,Kaplan University-Davenport Campus,18320,0.2559600944,,
4120,Kaplan University-Cedar Falls Campus,18320,0.2559600944,,
4121,Paul Mitchell the School-Boise,20181.5,0.447761194,,
4122,Christian Life College,22287.5,PrivacySuppressed,,
4123,Educators of Beauty College of Cosmetology-Rockford,21992,0.2727272727,,
4124,Northwestern College-Southwestern Campus,16059.5,0.2241459991,,
4125,Douglas J Aveda Institute,30810.5,0.4344473008,,
4126,Ross Medical Education Center-Brighton,17342,0.3100107643,,
4127,Ross Medical Education Center-Ann Arbor,17342,0.3100107643,,
4128,Taylortown School of Beauty Inc,12125.5,0.2671755725,,
4129,Pike-Lincoln Technical Center,15612.5,0.4150943396,,
4130,Pennsylvania Institute of Health and Technology,18881,0.3986928105,,
4131,Bethel Seminary-San Diego,77425.5,0.7902869757,,
4132,St Charles Community College,30934,0.4492753623,,
4133,Brandman University,30485,0.499520307,,
4134,New College of Florida,44268,0.7066115702,1263.0,29.0
4135,Le Cordon Bleu College of Culinary Arts-Scottsdale,16000,0.3393548387,,
4136,Conservatory of Recording Arts and Sciences,27479,0.4665314402,,
